Año;Serial;Evento;ADM1_CODE;ADM1;ADM2_CODE;ADM2;LUGAR;Fecha;Observaciones;Causa;Descripción de la Causa;Fuente;Magnitud;Número GLIDE;Otros sectores;Fichas;Muertos;Heridos;Desaparecidos;Viviendas Destruídas;Viviendas Afectadas;Damnificados;Afectados;Reubicados;Evacuados;Pérdidas $USD;Pérdidas $Local;Centros Educativos;Centros Médicos;Daños cultivos Ha
2007;2007-00081;SPATE;14;Matagalpa;1405;Sébaco;Molino del Sur. Río Grande de Matagalpa.;2007/10/19;54000 metros de  caminos en malas condiciones por desbordamiento de Río Grande de Matagalpa.;OVERFLOW;Desbordamiento del Río Grande de Matagalpa.;La Prensa 2007-10-20 P.6A;;;;1;;;;;;;;;;;;;;
2007;2007-00082;FLOOD;10;Rivas;1001;Tola;Municipio de Tola.;2007/10/20;35 comunidades aisladas por inundaciones.;RAIN;;La Prensa 2007-10-21 P.6A;;;;1;;;;;;;;;;;;;;
2007;2007-00083;FLOOD;4;Chinandega;405;El Viejo;El Viejo;2007/10/20;3600 personas evacuadas por inundaciones provocadas por intensas lluvias.;RAIN;Lluvias intensas en el Viejo.;La Prensa 2007-10-21 P.6A;;;;1;;;;;;;;;3600;;;;;
2007;2007-00084;EPIDEMIC;4;Chinandega;407;Somotillo;Somotillo;2007/10/24;860 casos de leptospirosis en Somotillo. Se hizo ficha por cada uno de los municipios afectados. datos reflejados por la fuente.;OTHER;;La Prensa 2007-10-31 P.7A;;;;1;;860;;;;;;;;;;;;
2007;2007-00085;EPIDEMIC;4;Chinandega;408;Villanueva;Municipio de Villanueva.;2007/10/24;La Prensa 2007-10-29 P.7A: 76 casos de leptospirosis en Villanueva. La Prensa 2007-10-29 P.1A: 4 muertos. Se hizo ficha por cada uno de los municipios efectados. Datos reflejados por la fuente.;OTHER;;"La Prensa 2007-10-29 P.7A; P.1A";;;;1;4;76;;;;;;;;;;;;
2007;2007-00086;EPIDEMIC;5;León;508;León;León;2007/10/24;La Prensa 2007-10-29 P.1A: 3 muertos de leptospirosis en León. La Prensa 2007-10-29 P.7A: 448 casos de leptospirosis. Se hizo ficha por cada uno de los municipios afectados.;OTHER;;La Prensa 2007-10-29 P.1A,  P.7A;;;;1;3;448;;;;;;;;;;;;
2007;2007-00087;EPIDEMIC;6;Managua;605;Managua;Managua;2007/10/24;La Prensa 2007-10-29 P.1A: 1 muerto por leptospirosis en Managua. La Prensa 2007-10-29 P.7A: 5 personas enfermas. Se hizo ficha por cada municipio afectado.;OTHER;;"La Prensa 2007-10-29 P.1A; P.7A";;;;1;1;5;;;;;;;;;;;;
2007;2007-00088;EPIDEMIC;3;Estelí;303;Estelí;Municipio de Estelí.;2007/10/24;La Prensa 2007-10-29 P.7A: 2 casos de leptospirosis en Estelí. La Prensa 2007-10-29 P.7A: 1 persona muerta. Se hizo ficha por cada uno de los municipios afectados. Datos proporcionados por la fuente.;OTHER;;"La Prensa 2007-10-29 P.1A; P.7A";;;;1;1;2;;;;;;;;;;;;
2007;2007-00089;EPIDEMIC;8;Granada;803;Granada;Malacatoya;2007/10/24;Se hizo ficha por cada uno de los municipios afectados por leptospirosis.;OTHER;;La Prensa 2007-10-29 P.7A;;;;1;;3;;;;;;;;;;;;
2007;2007-00090;EPIDEMIC;1;Nueva Segovia;102;Murra;Murra, Nueva Segovia.;2007/10/24;2 personas enfermas por leptospirosis en Murra. Se hizo ficha por cada municipio afectado.;OTHER;;La Prensa 2007-10-29 P.7A;;;;1;;2;;;;;;;;;;;;
2007;2007-00091;FIRE;6;Managua;602;Tipitapa;Tipitapa;2007/10/2;14 millones de córdobas en pérdidas en incendio provocado por un cortocircuito en la Empresa Tecnic-Esponjas. 7 personas afectadas por el humo.;SHORTCIRCUIT;;La Prensa 2007-10-03 P.6B;;;;1;;;;;;;7;;;749589,06;14000000;;;
2007;2007-00092;FIRE;14;Matagalpa;1406;Matagalpa;Mercado Guanuca;2007/10/3;La Prensa 2007-10-05 P.1A: 26 tramos destruidos en incendio provocado por cortocircuito en el Mercado Guanuca de Matagalpa.  Los datos de damnificados se dedujo de multiplicar por cinco los 26 tramos destruidos. La Prensa 2007-10-05 P.6A: No había hidrantes cerca. La cantidad de viviendas destruidas se refiere a los tramos.;SHORTCIRCUIT;;"La Prensa 2007-10-05 P.1A; P.6A";;;;1;;;;26;;130;;;;214110,98;4000000;;;
2007;2007-00093;FIRE;15;RAAN;1502;Bilwi;Bilwi;2007/10/22;Incendio en Bodegas del Ministerio de Educación en Bilwi.;UNKNOWN;;La Prensa 2007-10-23 P.7B;;;;1;;;;;;;;;;26695,99;500000;;;
2007;2007-00094;FIRE;6;Managua;605;Managua;Barrio Santa Ana;2007/12/15;2 viviendas quemadas, 2 personas con quemaduras, y 10 personas afectadas dejó el incendio provocado por un cortocircuito en el Barrio Santa Ana. El dato de afectados se dedujo de multiplicar por cinco el número de viviendas afectadas.;SHORTCIRCUIT;;La Prensa 2007-12-16 P.6A;;;;1;;2;;2;;;10;;;;;;;
2007;2007-00095;FIRE;6;Managua;605;Managua;Linda Vista;2007/12/23;El dato de damnificados se dedujo de multiplicar por cinco el número de viviendas destruidas.;SHORTCIRCUIT;;La Prensa 2007-12-24 P.5B;;;;1;;;;1;;5;;;;50000;944140;;;
2007;2007-00096;FIRE;2;Madriz;201;Somoto;Municipio de Somoto.;2007/12/27;La fuente no refleja el número de afectados.;OTHER;Fallas en tanque de gas butano.;La Prensa 2007-12-27 P.5B;;;;1;;;;;;;;;;;;;;
2008;2008-00001;OTHER;6;Managua;606;Ticuantepe;Ticuantepe;2008/1/28;Veinte comunidades del Municipio de Ticuantepe presentan problemas de abastecimiento de agua.;OTHER;;La Prensa 2008-01-29 P.4A;alto;;;1;;;;;;;;;;;;;;
2008;2008-00002;STRONGWIND;15;RAAN;1506;Siuna;Siuna;2008/1/3;Daños en el sistema de distribución de energía, cortocircuito, caída de cables de alta tensión.;ATMOSPHCONDITION;;La Prensa 2008-01-04 P.6B;;;;1;;;;;;;;;;;;;;
2008;2008-00003;STRONGWIND;14;Matagalpa;1406;Matagalpa;Matagalpa.;2008/1/3;Se reportan dos casas destruidas y tres con daños severos en el techo.;ATMOSPHCONDITION;;La Prensa 2008-01-04 P.6B;;;;1;;;;2;3;10;15;;;20000;378260;;;
2008;2008-00004;STRONGWIND;3;Estelí;304;San Juan de Limay;San Juan de Limay;2008/1/3;Techo de la iglesia católica  parcialmente destruído. Caída de lineas eléctricas generó corte de energía y abastecimiento de agua potable.;ATMOSPHCONDITION;;La Prensa 2008-01-04 P.6B;;;;1;;;;;;;;;;;;;;
2008;2008-00005;STRONGWIND;9;Carazo;902;Jinotepe;Jinotepe;2008/1/3;Daños en los cables del tendido eléctrico. Poste caído sobre el techo de una gasolinera.;ATMOSPHCONDITION;;La Prensa 2008-01-04 P.6B;;;;1;;;;;;;;;;;;;;
2008;2008-00007;STRONGWIND;14;Matagalpa;1406;Matagalpa;Matagalpa;2008/1/4;Daños en telefonía y electricidad. El Cuerpo de Bomberos atendió varias emergencias provocadas por cortocircuitos. Los  datos de damnificados y afectados se dedujeron a partir de multiplicar por cinco el número de viviendas destruidas y afectadas, respectivamente.;ATMOSPHCONDITION;;La Prensa 2008-01-05 P.6B;;;;1;;;;1;20;5;100;;;;;;;
2008;2008-00008;FIRE;16;RAAS;1608;Bluefields;Bluefieds;2008/1/31;Fuego destruyó cuatro casas, una lancha y una bodega donde almacenaban gasolina y otros líquidos inflamables. Los datos de damnificados y afectados se dedujeron a partir de multiplicar por cinco el número de viviendas destruidas y afectadas respectivamente.;EXPLOSION;Explosión en puesto ilegal de gasolina;La Prensa 2008-02-01 p1A-5B;;;;1;;;;4;;20;;;;;;;;
2008;2008-00009;FIRE;6;Managua;605;Managua;Colonia 14 de Septiembre;2008/2/28;Incendio reduce a cenizas  negocio  Raly Usa que se dedicaba a la venta de bicicletas.  Debido al incendio hubo interrupción de energía eléctrica en la zona. Nota: los afectados se dedujeron al  multiplicar por cinco el número de viviendas  afectadas.;SHORTCIRCUIT;;"La Prensa 2008-02-29 P.6B; 2008-03-03 P.7B";;;Artículos y dinero en efectivo;1;;;;;20;;100;;;788676,7;15000000;;;
2008;2008-00010;FORESTFIRE;2;Madriz;209;San José de Cusmapa;Comunidad El Rodeo;2008/2/13;Más de 40 hectáreas de pino en regeneración fue devorado por incendio que duró tres días.;HUMANERROR;El fuego se generó por quema de monte para limpiar parcela.;La Prensa 2008-02-06 P.6B;;;;1;;;;;;;;;;;;;;40
2008;2008-00011;DROUGHT;3;Estelí;301;Pueblo Nuevo;Pueblo Nuevo;2008/4/22;Habitantes de ocho comunidades padecen de falta de agua por sequia.;ATMOSPHCONDITION;;La Prensa 2008-04-23 P.8B;;;;1;;;;;;;3000;;;;;;;
2008;2008-00012;FIRE;15;RAAN;1506;Siuna;Incendio;2008/4/20;Cuatro cabañas del Hotel Canta Gallo, oficinas de la empresa de exploración minera Yahama Gold y un auditorio fueron afectados. Una vivienda destruda por el incendio. El número de damnificados se dedujo a partir del multiplicar por cinco el número de vivienda destruida.;SHORTCIRCUIT;;La Prensa 2008-04-22 P.3B;;;;1;1;;;1;;5;;;;;;;;
2008;2008-00013;FORESTFIRE;3;Estelí;306;San Nicolás;Comunidad La Sirena, San Nicolás;2008/4/2;Se quemaron 314.5 hectáreas de bosques.;UNKNOWN;;La Prensa 2008-04-03 P.7B;;;;1;;;;;;;;;;;;;;314,5
2008;2008-00014;FORESTFIRE;3;Estelí;303;Estelí;Portillo Grande, Mesas del Horno, Lomas de Ocotillo, San Jua;2008/4/22;El incendio deboró bosques de pino, pastizales y madera.;UNKNOWN;;La Prensa 2008-04-28 P.2B;;;;1;;;;;;;;;;;;;;349,448
2008;2008-00015;DROUGHT;15;RAAN;1502;Bilwi;Bilwi, Tupai;2008/5/8;Desabastecimiento de agua en Bilwi. 50 mil habitantes afectados.;ATMOSPHCONDITION;Fuente principal de abastecimiento de agua está seca por la ;La Prensa 2008-05-13 P.8B;;;;1;;;;;;;50000;;;;;;;
2008;2008-00016;OTHER;5;León;506;Telica;San Jacinto;2008/5/19;Falta de abastecimiento de agua por descuido de las cuencas de los ríos, entre ellos El Telica que nace en la comunidad de El Jicarito;OTHER;;La Prensa 2008-05-20 P.10B;;;;1;;;;;;;;;;;;;;
2008;2008-00017;OTHER;12;Chontales;1202;Juigalpa;Rio Pirre;2008/5/19;Desabastecimiento de agua se debe a sequia del Rio Pirre por falta de lluvias.;DROUGHT;;La Prensa 2008-05-20 P.10B;;;;1;;;;;;;;;;;;;;
2008;2008-00018;RAIN;5;León;508;León;Poneloya;2008/5/29;En la Comunidad de Poneloya se registraron 300 personas evacuadas por el paso del Huracán Alma.;Huracán;Huracán Alma;La Prensa 2008-05-30 P.1A;;;;1;;;;;;;;;300;;;;;
2008;2008-00019;FLOOD;5;León;508;León;León;2008/5/29;120 pacientes evacuados en el Hospital Oscar Danilo Rosales debido a inundaciones y daños en la infraestructura provocados por el Huracán Alma. Tambien fue afectado el servicio de telefonos convencionales una lámina de zinc cortó los cables  de fibra óptica con los fuertes vientos.;Huracán;Huracán Alma;La Prensa 2008-05-30 P.9A;;;;1;;;;;;;;;120;;;;1;
2008;2008-00020;STRUCTURE;6;Managua;605;Managua;Managua;2008/5/29;El puente que va de oeste a este en la Pista Suburbana colapsó por las fuertes corrientes de un cauce natural.;Huracán;Huracán Alma;La Prensa 2008-05-30 P.10A;;;;1;;;;;;;;;;;;;;
2008;2008-00021;HURRICANE;3;Estelí;303;Estelí;Estelí;2008/5/30;Un fallecido electrocutado en Estelí en el momento que pasaba el Huracán;ATMOSPHCONDITION;Huracán Alma;La Prensa 2008-05-31 P.1A;;;;1;1;;;;;;;;;;;;;
2008;2008-00022;HURRICANE;6;Managua;607;San Rafael del Sur;Masachapa;2008/5/30;Un fallecido electrocutado en Masachapa en el momento que pasaba el Huracán.;ATMOSPHCONDITION;Huracán Alma;La Prensa 2008-05-31 P.1A;;;;1;1;;;;;;;;;;;;;
2008;2008-00024;FLOOD;6;Managua;605;Managua;Cerro Los Martínez, Batahola Sur, Barrio Manchester;2008/5/30;En el cerro Los Martínez, Batahola Sur y Barrio Manchester se saturó el drenaje pluvial provocando inundaciones. En el barrio Manchester decenas de familias fueron evacuadas.;RAIN;Huracán Alma;La Prensa 2008-05-31 P.6A;;;;1;;;;;;;;;;;;;;
2008;2008-00025;RAIN;5;León;510;Nagarote;Tecolote;2008/5/31;En la comunidad de Tecolote fueron evacuadas 700 personas.;Huracán;Huracán Alma;La Prensa 2008-05-31 P.8A;;;;1;;;;;;;;;700;;;;;
2008;2008-00026;FLOOD;5;León;510;Nagarote;El Tránsito;2008/5/30;Trecientas personas evacuadas en el Tránsito.;RAIN;Huracán Alma;La Prensa 2008-05-31 P.6A;;;;1;;;;;;;;;300;;;;;
2008;2008-00027;SPATE;11;Boaco;1105;Teustepe;Teustepe;2008/5/29;Camioneta fue arrastrada por las fuertes corrientes por la crecida del río que atraviesa el puente Las Limas.;RAIN;Huracán Alma;La Prensa 2008-05-31 P.8A;;;;1;;;1;;;;;;;;;;;
2008;2008-00028;STRONGWIND;3;Estelí;304;San Juan de Limay;San Juan de Limay;2008/5/30;El dato de afectados se dedujo de multiplicar por cinco el número de viviendas afectadas. El número de evacuados lo reveló la fuente.;Huracán;Huracán Alma;La Prensa 2008-05-31 P.8A;;;;1;;;;;15;;75;;25;;;;;
2008;2008-00029;STRONGWIND;3;Estelí;301;Pueblo Nuevo;Pueblo Nuevo;2008/5/30;El dato de afectados se dedujo de multiplicar por cinco el número de viviendas afectadas.;Huracán;Huracán Alma;La Prensa 2008-05-31 P.8A;;;;1;;;;;5;;25;;;;;;;
2008;2008-00030;STRONGWIND;3;Estelí;306;San Nicolás;San NIcolás;2008/5/30;El dato de afectados se dedujo de multiplicar por cinco el número de viviendas afectadas.;Huracán;Huracán Alma;La Prensa 2008-05-31 P.8A;;;;1;;;;;5;;25;;;;;;;
2008;2008-00031;FLOOD;3;Estelí;305;La Trinidad;La Trinidad.;2008/5/30;El dato de damnificados se dedujo de multiplicar por cinco el número de viviendas destruidas.;RAIN;Huracán Alma;La Prensa 2008-05-31 P.8A;;;;1;;;;5;;25;;;;;;;;
2008;2008-00032;FORESTFIRE;15;RAAN;1503;Rosita;Las Breñas, El Black, Risco de Oro, El Pollo, Waspado en Kuk;2008/5/13;5000 hectáreas de bosques fueron quemadas por incendio forestal.;UNKNOWN;Situación no aclarada.;La Prensa 2008-05-21 P.4B;;;;1;;;;;;;;;;;;;;5000
2008;2008-00033;FORESTFIRE;13;Jinotega;1307;Jinotega;Santa Bárbara;2008/5/22;El incendio forestal afectó el habitat de la fauna silvestre del lugar y dos fuentes de agua.;UNKNOWN;;Ls Prensa 2008-05-23 P.8B;;;;1;;;;;;;;;;;;;;69,88
2008;2008-00034;FLOOD;13;Jinotega;1304;San Rafael del Norte;Río San Gabriel;2008/5/31;El desborde del Río San Gabriel inundó 279.55 hectáreas dedicadas a la ganaderia y al cultivo de granos básicos y hortalizas.;OVERFLOW;Río San Gabriel;La Prensa 2008-06-01 P.6A;;;;1;;;;;;;;;;;;;;279,55
2008;2008-00035;RAIN;6;Managua;605;Managua;Managua;2008/6/3;Lluvias ocasionan daños en red vial.;ATMOSPHCONDITION;;La Prensa 2008-06-04 P.1A;;;;1;;;;;;;;;;;;;;
2008;2008-00036;FLOOD;6;Managua;605;Managua;Hospital Roberto Calderón;2008/6/5;Inundación en la sala de  emergencia y utrasonido del hospital.;RAIN;;La Prensa 2008-06-06 P.6A;;;;1;;;;;;;;;;;;;1;
2008;2008-00037;TORNADO;12;Chontales;1208;Villa Sandino;Muhan;2008/6/4;El tornado dejó 110 casas dañadas, 13 totalmente destruidas, cinco heridos y un muerto. El dato de evacuados se dedujo de multiplicar por cinco el número de viviendas destruidas. El número de afectados lo reveló la fuente.;ATMOSPHCONDITION;;"La Prensa 2008-06-05 P.6A; 06 P.8A";;;Daños en escuelas y la iglesia.;1;1;5;;13;110;;496;;65;;;;;
2008;2008-00038;FLOOD;14;Matagalpa;1407;San Ramón;Río El Brincadero;2008/7/3;Ahogamiento por sumersión.;OVERFLOW;Desbordamiento del Río El Brincadero;La Prensa 2008-07-03 P.8B;;;;1;1;;;;;;;;;;;;;
2008;2008-00039;FLOOD;16;RAAS;;;Río Tigre, comarca Wanawana, Paiwas, municipio de la RAAS;2008/7/2;Un fallecido por sumersión en el Río El Tigre, municipio de Paiwas.;OVERFLOW;;La Prensa 2008-07-03 P.8B;;;;1;1;;;;;;;;;;;;;
2008;2008-00040;FLOOD;14;Matagalpa;1408;Matiguas;Río Muy Muy Viejo, caserío El Guanacastal.;2008/7/2;Desborde del Río Muy Muy Viejo ocasionó daños a siete viviendas en el caserío El Guanacastal. El dato de afectados se dedujo de multiplicar por cinco el número de viviendas afectadas.;OVERFLOW;El Río Muy Muy Viejo, se desbordó.;La Prensa 2008-07-03 P.8B;;;;1;;;;;7;;35;;;;;;;
2008;2008-00041;FLOOD;14;Matagalpa;1408;Matiguas;Sector de Bul Bul, Río Bilwas;2008/7/2;El dato de evacuados fue proporcionada por la fuente. Río Bilwas socavó las bases del puente afectando el transporte terrestre por esa ruta.;OVERFLOW;El río Bilwas se desbordó.;La Prensa 2008-07-03 P.8B;;;;1;;;;;7;;;;83;;;;;
2008;2008-00042;FLOOD;16;RAAS;1612;Paiwas ;San Pedro del Norte, Paiwas. Río Grande de Matagalpa.;2008/7/2;El Río Grande de Matagalpa se desbordó destruyendo 11 casas y afectó parcialmente tres viviendas en la Comarca San Pedro del Norte, Paiwas. El número de evacuados lo reveló la fuente.;OVERFLOW;Río Grande de Matagalpa se desbordó.;La Prensa 2008-07-03 P.8B;;;;1;;;;11;3;;;;57;;;;;
2008;2008-00043;SPATE;15;RAAN;1506;Siuna;Río Waspuko;2008/7/2;Camioneta cayó al fondo de la poza cuando intentaba pasar el vado construido por la empresa que construyó el puente Waspuko;RAIN;;La Prensa 2008-07-03 P.8B;;;;1;;;;;;;;;;;;;;
2008;2008-00044;FLOOD;16;RAAS;1603;Laguna de Perlas;Comarca Sawawás, Río Wawashang, Río Waspuko.;2008/7/3;El número de afectados lo reveló la fuente.;OVERFLOW;Río Wawashang, Río Waspuko.;La Prensa 2008-07-04 P.5A;;;;1;;;;10;60;;1000;;;;;;;
2008;2008-00045;FLOOD;16;RAAS;1609;Nueva Guinea;El Pijibay y Atlanta.;2008/7/3;El dato de afectados se dedujo de multiplicar por cinco el número de viviendas afectadas.;RAIN;;La Prensa 2008-07-04 P.5A;;;;1;;;;;30;;150;;;;;;;
2008;2008-00046;RAIN;2;Madriz;201;Somoto;Sector 15;2008/7/3;Las lluvias provocaron el desplome del techo de teja de la vivienda. El dato de afectados se dedujo de multiplicar por cinco el número de viviendas afectadas.;ATMOSPHCONDITION;;La Prensa 2008-07-04 P.5A;;;;1;;;;;1;;5;;;;;;;
2008;2008-00047;FLOOD;16;RAAS;1603;Laguna de Perlas;Nueva Esperanza;2008/7/6;Un fallecido por sumersión.;OVERFLOW;;La Prensa 2008-07-07 P.6A;;;;1;1;;;;;;;;;;;;;
2008;2008-00048;FLOOD;16;RAAS;1603;Laguna de Perlas;Laguna de Perlas;2008/7/7;En Laguna de Perlas se reportaron 310 personas evacuadas y la pérdida de plantaciones de yuca, maíz y banano producto de las inundaciones. El número de evacuados lo reveló la fuente.;RAIN;LLuvias prolongadas.;La Prensa 2008-07-08 P.1A;;;;1;;;;;;;;;310;;;;;
2008;2008-00049;FLOOD;16;RAAS;1603;Laguna de Perlas;Río Wawashang, comunidad de Sawawás;2008/7/7;En la comunidad de Sawawás se desbordó el río Wawashang  provocando 4 viviendas destruidas, 29 viviendas afectadas y 43 evacuados. El número de evacuados lo reveló la fuente.;OVERFLOW;;La Prensa 2008-07-08 P.1A;;;;1;;;;4;29;;;;43;;;;;
2008;2008-00050;FLOOD;16;RAAS;1606;Kukrahill;Kukrahill;2008/7/7;En el municipio de Kukrahill hubo pérdidas en las siembras de maíz, arroz y algunos tubérculos, producto de las inundaciones.;RAIN;;La Prensa 2008-07-08 P.9A;;;;1;;;;;;;;;;;;;;
2008;2008-00051;FLOOD;16;RAAS;1602;La Cruz de Río Grande;Desenbocadura de Río Grande, Guadalupe, La Esperanza, Compan;2008/7/7;En la Desembocadura de Río Grande, cinco ranchos fueron arrasados por la fuerte corriente. Se perdieron 981.24 hectáreas sembradas de maíz, yuca, arroz y plátanos. El dato de damnificados se dedujo de multiplicar por cinco el número de viviendas destruidas.;OVERFLOW;El río Grande de Matagalpa se desbordó.;La Prensa 2008-07-08 P.9A;;;;1;;;;5;;25;;;;;;;;981,24
2008;2008-00052;FLOOD;15;RAAN;1502;Bilwi;Río Wawa.;2008/7/7;En Bilwi, las comunidades cercanas del río Wawa se mantenian aisladas con el desordamiento del río. Más de 80 camiones de carga, buses con pasajeros y camionetas esperaban que bajara el caudal del río.;OVERFLOW;Río Wawa se desbordó.;La Prensa 2008-07-08 P.9A;;;;1;;;;;;;;;;;;;;
2008;2008-00053;FLOOD;6;Managua;605;Managua;El Dorado, Barrio El Laberinto.;2008/7/18;En el sector de El Dorado 4000 metros de adoquines fueron afectados por la corrientes. 81 evacuados en el Barrio El Laberinto producto de las inundaciones. El número de evacuados lo reveló la fuente.;RAIN;;La Prensa 2008-07-18 P.1A;;;;1;;;;;;;;;81;;;;;
2008;2008-00054;FLOOD;15;RAAN;1502;Bilwi;Bilwi;2008/7/3;Desabastecimiento de agua en Bilwi debido a la inundación de la represa por las lluvias no  se podiía potabilizar, luego se quemó una bomba por las alteraciones de voltajes que distribuia el vital liquido.;RAIN;Lluvias prolongadas.;La Prensa 2008-07-10 P.8B;;;;1;;;;;;;;;;;;;;
2008;2008-00055;FLOOD;9;Carazo;904;Diriamba;Barrios: Los Hermanos Molina, El Hoyo, Colonia San Sebastián;2008/8/29;450 viviendas inundadas en Diriamba producto de las lluvias. El dato de afectado se dedujo de multiplicar por cinco el número de viviendas afectadas.;RAIN;;La Prensa 2008-08-28 P.8B;;;;1;;;;;450;;2250;;;;;;;
2008;2008-00057;FIRE;6;Managua;605;Managua;Centro comercial Mercado Oriental.;2008/8/1;La Prensa 2008-08-01 P.1A: 1502 tramos quemados. La Prensa 2008-08-01 P.7A: 30 personas intoxicadas. La Prensa 2008-08-05 P.1A: Cortocircuito en el tramo 400B, 2 días de duración. La Prensa 2008-08-10 P.5A: tres mil millones de córdobas en pérdidas, 6.29 héctareas quemadas. El dato de viviendas destruidas corresponde al número de tramos quemados.;SHORTCIRCUIT;Cortocircuito en el tramo 400B;"La Prensa 2008-08-01 P.1A; P.7A; 2008-08-05 P.1A; 2008-08-10 P.5A";;;;1;;30;;1502;;;;;;154241645,2;3000000000;;;
2008;2008-00058;FLOOD;5;León;508;León;Barrio Laborío;2008/8/30;El material de la vivienda no resistió las intensas lluvias. El número de damnificados se multiplicó por cinco el número de vivienda destruida.  El número de afectados lo reveló la fuente.;RAIN;Intensas lluvias en el Departamento de León.;La Prensa 2008-09-04 P.7B;;;;1;;;;1;;5;9;;;;;;;
2008;2008-00059;FLOOD;5;León;508;León;Anexo del Barrio San Jerónimo;2008/8/30;El número de evacuados se dedujo de multiplicar por cinco el número de viviendas afectadas.;RAIN;Intensas lluvias en el Departamento de León.;La Prensa 2008-09-04 P.7B;;;;1;;;;;16;;80;;;;;;;
